id_tiket;ref_tiket;tgl_tiket;status;subject;tim_agent;departemen;message_awal;message_akhir;agent;status
1326800;20230102-9AUSR9;2023-01-02 23:38:42;resolved;Perbedaan Realisasi antara Laporan FA detail berbasis kas dengan realisasi di OMSPAN;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;"<p><b>HAI-230154643 Perbedaan Realisasi antara Laporan FA detail berbasis kas dengan realisasi di OMSPAN</b><br />Unit Penanya: RUMAH DETENSI IMIGRASI PONTIANAK (664650)<br /><br /><b>Rudenim 30-12-2022 15:46:44</b><br /><br />Kode Satker : 664650
<br />Nama Satker : Rumah Detensi Imigrasi Pontianak
<br />
<br />Permasalahan :
<br />- Terdapat perbedaan realisasi antara Laporan FA Detail berbasis kas dengan omspan
<br />- Perbedaan tersebut juga mengakibatkan adanya minus sisa pagu pada Laporan FA Detail berbasis kas
<br />Permohonan :
<br />Satker Rudenim Pontianak dengan kode satker 664650 memohon untuk dinormalisasikan pada Laporan FA Detail berbasis kas agar sesuai dengan data di OMSPAN dan pada Laporan FA Detail berbasis akrual sehingga tidak ada pagu sisa yang minus serta perbedaan realisasi pada Laporan FA detail berbasis kas. Hal ini dikarenakan terdapat pengembalian belanja berupa gaji April 2022 an. Ramlan Hadiansyah yang masih dianggap terbayar pada Laporan Realisasi SP2D (Laporan FA Detail berbasis kas) padahal sudah dilakukan setoran pengembalian. 
<br />Terima kasih<br /><br /> Lampiran: <a href=""https://spanint.kemenkeu.go.id/spanint/hai/downloader/index.php/downloads/Lampiran_tiket_REF_T1230154643_04263aea573e4f07.zip/daduk-664650-fiks.zip"">daduk-664650-fiks.zip</a><br /><br /><b>CSO 3 Pontianak 31-12-2022 10:30:08</b><br />Yth. Bapak/Ibu
<br />
<br />Mohon konfirmasi apakah pada aplikasi SAKTI sudah melakukan perekaman SPP Pengembalian Belanja (Jenis SPP 611) ?<br /><br /><b>CSO 3 Pontianak 31-12-2022 10:32:23</b><br />Apabila belum melakukan perekaman SPP pengembalian belanja silakan rekam SPP pengembalian belanja pada menu pembayaran&gt;ruh&gt;catat/ubah SPP, pilih jenis SPP 611. Terima kasih<br /><br /><b>Rudenim 31-12-2022 15:05:20</b><br />Kami sudah melakukan perekaman SPP pengembalian belanja, sebagaimana data dukung yang kami lampirkan<br /><br /> Lampiran: <a href=""https://spanint.kemenkeu.go.id/spanint/hai/downloader/index.php/downloads/Lampiran_tiket_REF_N1231150518_04263afed3e555ba.jpg/IMG-20221231-WA0020.jpg"">IMG-20221231-WA0020.jpg</a><br /><br /><b>CSO 3 Pontianak 02-01-2023 23:38:39</b><br />Tiket Anda dieskalasi ke HAI DJPb<br /><br /></p>";"<p>Yth. Bapak/Ibu Rudenim<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br>Mohon maaf atas ketidaknyamanannya dan waktu yang diperlukan untuk merespon tiket Bapak/Ibu;</p><p>Atas kendala tersebut, dapat kami sampaikan bahwa untuk laporan FA detail 16 segmen, pengembalian belanja hanya muncul pada laporan berbasis akrual dan tidak muncul pada laporan berbasis kas/sp2d;</p><p>Atas hal tersebut, akan terdapat selisih sebesar pengembalian belanja pada kedua laporan tersebut. Atas selisih tersebut dapat diabaikan.<br></p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Terima kasih.</p><br>";(014) Faried Zamachsari;resolved
1327241;20230103-JUJ88S;2023-01-03 09:28:08;resolved;Eror pada saat penginputan Referensi Capaian Output;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;"<div><span style=""font-size:1.125rem;"">Yth. Admin.. Izin menyampaikan kendala dalam penginputan capaian output Desember 2022.</span></div><p><span style=""font-size:1.125rem;"">Satker kami sudah mengirimkan data capaian output pada 2 Januari 2023 kemarin, namun terdapat salah satu RO yang statusnya tidak terkonfirmasi dan tidak dapat kami perbaiki inputannya dikarenakan Referensi Capaian tidak dapat dipilih sehingga tidak dapat disimpan.</span></p><p><span style=""font-size:1.125rem;"">RO ini merupakan RO yang anggarannya sudah diblokir karena fungsinya sudah dipindahkan ke deputi lain/anggaran dialihkan ke RO lain</span></p><p></p>";"<p>Yth. Bapak/Ibu Dhanu Sutomo<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br></p><p>Mohon maaf atas ketidaknyamanannya dan waktu yang diperlukan untuk merespon tiket Bapak/ibu;<br>Atas kendala tersebut, telah dilakukan penyesuaian aplikasi oleh tim pengembang;</p><p>Bapak/Ibu dapat melakukan pengecekan kembali atas kesesuaian data dimaksud dan melakukan pengiriman ulang agar data pada monevpa dapat terupdate;</p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Terima kasih.</p><br>";(014) Faried Zamachsari;resolved
1327551;20230103-05V55Y;2023-01-03 10:21:37;resolved;Permohonan Normalisasi Pagu pada Om Span TA 2022 Satker Deputi PHP (664958);L2 - SAKTI Laporan;SAKTI - Pelaporan;<p>Selamat pagi, Saya dari Satker Deputi Bidang Perlindungan Hak Perempuan (664958) selaku staf Bendahara.<br>Kami menemukan ketidaksesuaian pagu antara pagu Om Span TA 2022 dengan Pagu Sakti TA 2022 sehingga pada Om Span ditemukan pagu minus pada akun DE.2800.QDB.524111 Sehingga pada Realisasi Belanja muncul pagu minus dengan keterangan ZZZ.<br><br>Kami mohon bantuan Bapak/Ibu untuk membantu kami dalam melakukan pemulihan pagu /Normalisasi Pagu pada akun tersebut.<br><br></p>;<p></p><p>Yth. Bapak/Ibu <br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.</p><p><br></p><p>Baik seiring dengan selesainya penyusunan LK dan penyampaiakn LK per tanggal 28 februari semestinya permalsahan ini sudah tidak terjadi dan sudah diselesaikan</p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk menyampaikan pertanyaan lanjutan. Kemudian sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami. Terima kasih.</p><br>;(022) Hafez Aditya;resolved
1327862;20230103-SGE0H8;2023-01-03 11:17:59;resolved;Perbaikan LPJ Benma periode 01 2022 dst;L2 - SAKTI BENDAHARA;SAKTI - Bendahara;<p>Terdapat sisa kas di rekening benma tahun 2021 sebesar 205.085.800. sisa saldo tersebut sudah kami setorkan ke negara pada tanggal 03 januari 2022, namun di neraca masih di bunyikan kas di bendahara penerimaan. Mohon ijin untuk bantuannya membuka buku dari periode 01 2022</p>;<p></p><p>Yth. Bapak/Ibu Dwi</p><p><br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br></p><p>Saldo TA 2021 atau 2022? Jika 2022 yang belum disetor dapat dilakukan penyetoran di TA 2023. Penyetoran dapat melalui menu setoran bedahara penerimaan. </p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk menyampaikan pertanyaan lanjutan. Kemudian sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami. Terima kasih.</p><br>;(014) Faried Zamachsari;resolved
1328016;20230103-TAMN71;2023-01-03 11:49:35;resolved;BAST Final dan penyelesaian sisa BG;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;"<p>Mohon izin bertanya, <span style=""font-size:1.125rem;"">posisinya kontrak yg berBG tidak yg sudah cair 100% ternyata hanya berhak 98% atas uangnya tapi tetap  prestasi tuntas.</span></p><p>Atas hal ini apakah tetap dibuat BAST Final dgn nilai tidak full dan memunculkan nilai sisa atas BG itu?</p><p>Terus dilakukan setoran saja lewat MPN kah sebagaimana mekanisme kelebihan bayar, dan pakai akun apa itu &#128591;</p><p>.</p><p>Atau memakai mekansime per8, pasal 26 ayat 2? (Tapi bahasanya disana wanprestasi)</p>";"<p>Yth. Bapak/Ibu CSO KPPN Bangko<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br>Mohon maaf atas ketidaknyamanannya dan waktu yang diperlukan untuk merespon tiket Bapak/Ibu;</p><p>Atas kendala tersebut, Bapak/Ibu tetap dapat melakukan perekaman BAST final sebesar 100%;</p><p>Terkait dengan kelebihan bayar, Bapak/Ibu dapat melakukan mekanisme pengembalian belanja TAYL. Atas hal tersebut, maka diperlukan koreksi nilai atas aset/persediaan yang terbentuk;<br></p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Terima kasih.</p><br>";(014) Faried Zamachsari;resolved
1328026;20230103-T2Q5CH;2023-01-03 11:51:16;resolved;pagu minus pada laporan pada VA aplikasi sakti mohon untuk menormalkan kembali;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;"<div class=""plaintext-email"">kepada yth<br />
Bapak/Ibu<br />
<br />
melalui email hai.djpb@kemenkeu.go.id<br />
kami sampaikan error pagu minus pada laporan pada VA aplikasi sakti<br />
mohon untuk menormalkan kembali<br />
<br />
Kami ucapakan terima kasih atas kerjasamanya</div>";"<p>Yth. Bapak/Ibu Wini0007<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br>Mohon maaf atas ketidaknyamanannya dan waktu yang diperlukan untuk merespon tiket Bapak/Ibu;</p><p>Atas kendala tersebut, dapat kami sampaikan bahwa nilai minus pada kolom realisasi - Periode ini terbentuk atas penghapusan transaksi yang direkam pada periode sebelumnya;</p><p>Nilai minus tersebut menunjukkan adanya pemulihan pagu atas transaksi yang direkam pada periode sebelumnya;</p><p>Silahakn cek kembali kesesuaian nilai sisa pagu atas COA terkait;</p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Terima kasih.</p><br>";(014) Faried Zamachsari;resolved
1328053;20230103-0TZENT;2023-01-03 11:56:35;resolved;agu minus pada laporan pada VA aplikasi sakti mohon untuk menormalkan kembali satker 029018;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;"<div class=""plaintext-email"">kepada yth<br />
Bapak/Ibu<br />
<br />
melalui email hai.djpb@kemenkeu.go.id<br />
kami sampaikan error pagu minus pada laporan pada VA aplikasi sakti<br />
mohon untuk menormalkan kembali satker 029018<br />
<br />
Kami ucapakan terima kasih atas kerjasamanya</div>";"<p>Yth. Bapak/Ibu Warn0016<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br>Mohon maaf atas ketidaknyamanannya dan waktu yang diperlukan untuk merespon tiket Bapak/Ibu;</p><p>Atas kendala tersebut, dapat kami sampaikan bahwa nilai minus pada kolom realisasi - Periode lalu terbentuk atas penghapusan transaksi yang direkam pada periode sebelumnya;</p><p>Nilai minus tersebut menunjukkan adanya pemulihan pagu atas transaksi yang direkam pada periode sebelumnya;</p><p>Silahakn cek kembali kesesuaian nilai sisa pagu atas COA terkait;</p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Terima kasih.</p><br>";(014) Faried Zamachsari;resolved
1328571;20230103-UNIPUE;2023-01-03 14:23:56;resolved;Kesalahan Pemilihan Tahun Saat Perekaman Pengajaun Penegsahan MPHL-BJS;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;"Selamat Siang,<div>Satker kami Kantor Kejaksaan Negeri Muna () telah melakukan perekaman pengajuan pengesahan MPHL-BJS pada SAKTI namun salah memilih tahun, harusnya tahun 2022 namun jadi 2023. Berikut kami lampirkan data dukung berupa dokumen pendukung MPHL-BJS dan screenshot pada aplikasi SAKTI. Mohon solusinya.&nbsp;</div>";<p>Yth. Bapak/Ibu Wa Tina<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br></p><p>Sebelumnya kami mohon maaf atas kendala dan lamanya kami dalam membalas email Saudara.</p><p>Apabila kendala masih terjadi, mohon dapat membalas kembali email ini dengan dilampiri data dukung permasalahan terkini.</p><p><br></p><p>Demikian kami sampaikan, mohon maaf atas ketidaknyamananya. Terima kasih.</p><br>;(014) Faried Zamachsari;resolved
1328585;20230103-TJREVE;2023-01-03 14:26:55;resolved;perbedaan realisasi di monsakti dan sakti;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;<p>terdapat perbedaan realisasi di monsakti (realisasi Rp.798.139.964) sedangkan di sakti (realisasi Rp.823.139.964) terdapat selisih 25.000.000 (senilai UP).</p><p>mohon bantuan dan petunjuknya</p>;"<p>Yth. Bapak/Ibu yopiyatul<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br>Mohon maaf atas ketidaknyamanannya dan waktu yang diperlukan untuk merespon tiket Bapak/Ibu;<br>Atas kendala tersebut, dapat kami sampaikan bahwa nilai minus pada kolom realisasi - periode ini terbentuk dikarenakan adanya penghapusan transaksi yang direkam pada periode sebelumnya;</p><p>Atas nilai minus sebesar 10juta tersebut, merupakan pagu yang kembali atas penghapusan transaksi nomor 00001/PB/309034/2022 senilai 10juta;</p><p>Silahkan cek kembali kesesuaian sisa pagu pada COA terkait;<br></p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Terima kasih.</p><br>";(014) Faried Zamachsari;resolved
1328783;20230103-8E5CDJ;2023-01-03 15:06:59;resolved;Setoran sisa kelebihan pembayaran Bank Garansi;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;<p>atas kontrak yg ber Bank Garansi telah selesai dengan prestasi, namun ada kelebihan pembayaran, atas kelebihan tersebut, apakah disetor lewat simponi, dan dengan akun apa itu? DI Sakti tak apa tetap direkam bast final dengan SPNP ada nominalnya?</p><p><br></p>;"<p>Yth. Bapak/Ibu CSO KPPN Bangko<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br>Mohon maaf atas ketidaknyamanannya dan waktu yang diperlukan untuk merepson tiket Bapak/Ibu;</p><p>Atas kendala tersebut, Bapak/Ibu dapat melakukan penyetoran kelebihan pembayaran tersebut sebagai pengembalian belanja TAYL pada TA 2023;</p><p>Konsekuensi atas tindakan tersebut adalah adanya kelebihan pengakuan pada modul aset (apabila menghasilkan aset) sehingga diperlukan adanya koreksi nilai aset;<br></p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Terima kasih.</p><br>";(014) Faried Zamachsari;resolved
1328836;20230103-91WX6Y;2023-01-03 15:19:14;resolved;perubahan;L2 - SAKTI Laporan;SAKTI - Pelaporan;<p>Selamat sore, izin bertanya.</p><p>Di tahun 2022 terdapat belanja modal perpanjangan landasan pesawat terbang dengan batas akhir kontrak tanggal 31 desember 2022.</p><p>di dalam pekerjaan jalan tersebut juga terdapat penambahan lampu visual pesawat terbang yang termasuk di dalam nilai kontrak perpanjangan tersebut.<br>bagaimana cara memecah pencatatan aset tersebut?</p>;"<p>Yth. Bapak/Ibu FAUZAN IFANI<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br>Apabila telah dilakukan transaksi pengembangan nilai pada landasan pesawat, maka :<br>1. Nilai pengembangan landasan pesawat dapat dilakukan Koreksi Perubahan Nilai Berkurang<br>2. Lalu untuk mencatat lampu dapat dicatat melalui menu Perolehan L:ainnya<br>3. OPR GLP membuat jurnal manual D 491429 K 391116<br></p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p><br><br>";(665) M Priandi;resolved
1329085;20230103-XPPTSY;2023-01-03 16:19:38;resolved;Update data MonSakti;L2 - SAKTI BENDAHARA;SAKTI - Bendahara;<p>terjadi selisih data pada mon sakti tentang penggembalian uang persediaan untuk pencatatannya sudah sesuai dengann juknis pencatatat. mohon bantuannya untuk normalisasi data tersebut. dokumen terlampir</p>;"<div>Alhamdulillah permasalahan saya sudah terselesaikan&#128591;&#127996;, Terimakasih, kami merasa sangat terbantu.</div>
    <br />
    <div>
      <div>Pada tanggal Sab, 28 Jan 2023 13.21, hai DJPb &lt;<a href=""mailto:hai.djpb@kemenkeu.go.id"">hai.djpb@kemenkeu.go.id</a>&gt; menulis:<br /></div>
      <blockquote><u></u>




<div style=""padding:0 20px;color:#242424;font-family:Calibri, Helvetica, Arial, sans-serif;font-weight:normal;line-height:125%;font-size:14px;background-color:#f7f7f7;width:100%;"">

<div style=""font-family:Calibri, Helvetica, Arial, sans-serif;line-height:125%;color:#242424;font-size:14px;"">


&nbsp; </div>

<div>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-family:Tahoma, 'sans-serif';color:#1f497d;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-family:Tahoma, 'sans-serif';color:#1f497d;"">&nbsp;</span></p>
<div>
<p class=""MsoNormal"" style=""margin:0;"">&nbsp;</p>
</div>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-family:Tahoma, 'sans-serif';color:#1f497d;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-size:12pt;font-family:'Times New Roman', serif;"">&nbsp;</span></p>
<div class=""MsoNormal"" style=""margin:0;""><span style=""font-size:12pt;font-family:'Times New Roman', serif;"">

</span></div>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-size:7.5pt;font-family:Verdana, 'sans-serif';color:#808080;"">PENTING
</span></p>
<p class=""MsoNormal"" style=""margin:0;"" align=""justify""><span style=""font-size:7.5pt;font-family:Verdana, 'sans-serif';color:#808080;"">""Sesuai dengan Keputusan Menteri Keuangan Nomor 942/KMK.01/2019 tentang Pengelolaan Keamanan Informasi di Lingkungan Kementerian
 Keuangan bahwa Unit TIK eselon I yang memiliki sistem nama domain masing-masing menambahkan pernyataan disclaimer pada setiap Surat Elektronik untuk mencegah tuntutan hukum atas penggunaan Surat Elektronik , maka email ini (termasuk seluruh lampirannya bila
 ada) hanya ditujukan kepada penerima sebagaimana dimaksud pada tujuan email ini. Email ini dapat berisi informasi atau hal-hal yang secara hukum bersifat rahasia. Jika terdapat kesalahan pengiriman (Anda bukan penerima yang dituju), maka Anda tidak diperkenankan
 untuk memanfaatkan, menyebarkan, mendistribusikan, atau menggandakan email ini beserta seluruh lampirannya. Mohon kerjasamanya untuk segera menghubungi Pusintek di alamat email yang tercantum di atas serta menghapus e-mail ini beserta seluruh lampirannya.
 Semua pendapat yang ada dalam e-mail ini merupakan pendapat pribadi dari pengirim yang bersangkutan dan tidak serta merta mencerminkan pandangan Kementerian Keuangan"".</span></p>
</div>
</div>

</blockquote>
    </div>";(014) Faried Zamachsari;resolved
1329125;20230103-LVC3D6;2023-01-03 16:29:03;resolved;perbedaan detail FA akrual dan FA basis kas SP2d;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;<p>ijin bertanya,  kenapa laporan FA detail akrual dan FA detail Sp2d kami berbeda sedangkan kita sudah cek dari awal tidak ada spp lain yg terrekam atau disetujui</p>;"<p>Yth. Bapak/Ibu SARI GANDA SITUMORANG<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br></p><p></p><p>Mohon maaf atas ketidaknyamananya, terkait hal ini dapat kami informasikan :</p><br><p>1.
 Perbedaan atas realisasi pada Laporan FA Detail (16 Segmen) Basis Kas 
dan Akrual mungkin terjadi karena perbedaan titik pengakuan realisasi;</p><br><p>2.
 Misalnya atas akun 532111 direkam dua BAST 01 (senilai Rp 1 jt) dan 02.
 BAST 01 (senilai Rp 2jt) sudah dibayarkan menjadi SP2D dan BAST 02 
masih belum digunakan pada perekaman SPP;</p><br><p>3. Pada Laporan FA Detail (16 Segmen) Basis Akrual terbebani senilai 3jt atas transaksi :</p><p>BAST 01 dan BAST 02;</p><br><p>4.Pada Laporan FA Detail (16 Segmen) Basis Kas hanya terbebani senilai 1jt atas transaksi :</p><p>BAST 01 (karena sudah SP2D)</p>BAST 02 (belum membenai Basis Kas karena belum ada dana yang keluar/belum SP2D);<p><br></p><p>5. Satker dapat  melakukan cetak Laporan FA Detail 16 segmen Basis Akrual level ""<b>Transaksi</b>""
 terlebih dahulu untuk melihat transaksi apa saja yang membebani FA tersebut.<br></p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p>";(513) Rafly R Harahap;resolved
1329340;20230103-R65FLG;2023-01-03 18:00:52;resolved;Realisasi keuangan beda pada Capaian Output dan Detail Fa.;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;<p>Mohon diberi petunjuk untuk pengisian capaian output bulan desember.</p>;"<p>Yth. Bapak/Ibu nuraini chassandra<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br></p><p>Mohon maaf atas ketidaknyamanannya dan waktu yang diperlukan untuk merespon tiket Bapak/ibu;<br>Atas kendala tersebut, telah dilakukan penyesuaian aplikasi oleh tim pengembang;</p><p>Bapak/Ibu dapat melakukan pengecekan kembali atas kesesuaian data dimaksud dan melakukan pengiriman ulang agar data pada monevpa dapat terupdate;</p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Terima kasih.</p><br>";(014) Faried Zamachsari;resolved
1329598;20230104-5GML6M;2023-01-04 06:31:32;resolved;hasil download FA 16 Segmen;L2 - SAKTI Laksana;SAKTI - Pembayaran;"<div><span style=""font-family:Calibri, Arial, Helvetica, sans-serif;font-size:12pt;color:rgb(0,0,0);background-color:rgb(255,255,255);"">Yth. Dit SITP DJPB melalui layanan Sapa Anggaran</span></div>
<div><span style=""font-family:Calibri, Arial, Helvetica, sans-serif;font-size:12pt;color:rgb(0,0,0);background-color:rgb(255,255,255);""><br />
</span></div>
<div style=""font-family:Calibri, Arial, Helvetica, sans-serif;font-size:12pt;color:rgb(0,0,0);background-color:rgb(255,255,255);"">
Mohon informasi terkait hal-hal sebagai berikut:<br />
</div>
<div style=""font-family:Calibri, Arial, Helvetica, sans-serif;font-size:12pt;color:rgb(0,0,0);background-color:rgb(255,255,255);"">
<ol>
<li><span>Hasil Download FA 16 segmen, dijadikan oleh satker sebagai dasar atau panduan untuk merekam SPBY<br />
</span></li><li><span>Detil item/kegiatan pada satker sangat banyak sehingga hasil download FA 16 segmen sangat banyak lebih dari 150 halaman</span></li><li><span>Akan tetapi hasil download tersebut tidak lengkap, dimana header yg berisi judul kegiatan tidak muncul di hasil download. Sehingga satker mengalami kesulitan
 saat ngerekam SPBY. Karena tidak tahu kegiatannya apa. Yang tampil hanya nomor itemnya saja, Sedangkan judul kegiatannya tidak ada<br />
</span></li></ol>
<div><span>Mohon bantuan terkait kendala satker dimaksuf. Atas bantuannya diucapkan terima kasih.</span></div>
</div>
<div>
<div style=""font-family:Calibri, Arial, Helvetica, sans-serif;font-size:12pt;color:rgb(0,0,0);"">
<br />
</div>
<div>
<div>
<div style=""font-family:Calibri, Arial, Helvetica, sans-serif;"">
<span style=""font-size:7.5pt;font-family:Verdana, 'sans-serif';color:#808080;"">""<span style=""font-family:Calibri, Helvetica, Arial, sans-serif;background-color:rgb(255,255,255);"">Sesuai dengan Keputusan Menteri Keuangan Nomor 942/KMK.01/2019
 tentang Pengelolaan Keamanan Informasi di Lingkungan Kementerian Keuangan bahwa Unit TIK eselon I yang memiliki sistem nama domain masing-masing menambahkan pernyataan disclaimer pada setiap Surat Elektronik untuk mencegah tuntutan hukum atas penggunaan Surat
 Elektronik , maka email ini (termasuk seluruh lampirannya bila ada) hanya ditujukan kepada penerima sebagaimana dimaksud pada tujuan email ini. Email ini dapat berisi informasi atau hal-hal yang secara hukum bersifat rahasia. Jika terdapat kesalahan pengiriman
 (Anda bukan penerima yang dituju), maka Anda tidak diperkenankan untuk memanfaatkan, menyebarkan, mendistribusikan, atau menggandakan email ini beserta seluruh lampirannya. Mohon kerjasamanya untuk segera menghubungi Pusintek di alamat email yang tercantum
 di atas serta menghapus e-mail ini beserta seluruh lampirannya. Semua pendapat yang ada dalam e-mail ini merupakan pendapat pribadi dari pengirim yang bersangkutan dan tidak serta merta mencerminkan pandangan Kementerian Keuangan</span>"".</span></div>
</div>
</div>
</div>";"<p>Yth. Bapak/Ibu Ardi Artopo<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br>Header item disarankan masuk dalam sub komponen sehingga bisa masuk dalam laporan FA Detail, karena laporan FA Detail hanya menampilkan data 16 segmen coa<br></p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p>";(014) Faried Zamachsari;resolved
1329770;20230104-PV302M;2023-01-04 08:19:18;resolved;Piutang tidak Settle;L2 - SAKTI BENDAHARA;SAKTI - Bendahara;<p>Satker kami terdapat penyetoran pembayaran piutang melalui SSBP Non SBS, SSBP Non SBS ini sudah kami rekam di modul bendahara menggunakan menu upload. Pada saat akan di settle di modul piutang NTPN penyetoran kami tidak muncul</p>;"<p>Yth. Bapak/Ibu I Wayan Krisna Widsatrya<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br></p><p>Mohon maaf atas ketidaknyamanannya,permasalahan Anda telah diteruskan ke timteknis dengan ID 20230202-9JT2XV<br>Mohon kesediaannya menunggu.<br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p><br><br>";(174) Ramaditya Atma Widigda;resolved
1329791;20230104-MDQ5ZW;2023-01-04 08:24:37;resolved;Reklasifikasi Masuk dari Persediaan ke Aset;L2 - SAKTI Laporan;SAKTI - Pelaporan;<p>Selamat sore Bapak/Ibu. </p><p>Mohon ijin bertanya mengenai reklasifikasi masuk dari persediaan ke aset.</p><p>Ketika kami melakukan reklasifikasi keluar dari persediaan anak satker (kode 006) data persediaan tersebut masuk ke aset UAPKPB juga (kode 006). Sebagai informasi anak satker yang kami miliki di modul aset tetap hanya kode 001. Saat akan proses terima aset di menu reklas aset dari persediaan keluar notifikasi harus melakukan migrasi terlebih dahulu. Mohon bantuannya Bapak/Ibu.</p>;"<p></p><p>Yth. Bapak/Ibu<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.</p><p>Karena
 sudah melewati batas waktu penyampaian LK, dan permaslahan di 
masing-masing KL sudah diselesaikan ketika pendampingan penyusunan LK, 
maka jika masih ada kendala mohon bisa diinfokan kembali</p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian sebagai bahan evaluasi atas 
kualitas layanan kami, mohon perkenan Bapak/Ibu untuk dapat memberikan<b><i>feedback</i></b>atas penyampaian jawaban kami. Terima kasih.</p><br>";(665) M Priandi;resolved
